DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2008,204.548,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2009,210.964,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2010,216.893,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2011,222.622,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2012,228.738,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2013,235.74,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2014,243.791,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2015,251.716,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2016,259.139,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2017,266.575,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2018,273.868,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2019,281.009,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2020,288.027,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2021,294.68,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2022,299.763,3: Thousands,PS: Persons,F: Forecast value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_15TO24: Youth population from 15 to 24,_T: Total,2023,302.754,3: Thousands,PS: Persons,F: Forecast value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1970,56.613,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1971,58.05,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1972,59.529,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1973,61.036,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1974,62.472,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1975,64.092,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1976,65.886,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1977,67.522,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1978,69.025,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1979,70.499,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1980,72.199,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1981,73.912,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1982,75.229,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1983,75.974,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1984,75.97,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1985,75.198,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1986,73.835,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1987,72.326,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1988,71.151,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1989,70.604,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1990,70.839,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1991,71.775,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1992,73.249,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1993,75.204,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1994,77.603,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1995,80.408,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1996,83.541,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1997,86.88,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1998,90.251,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,1999,93.43,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2000,96.325,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2001,99.058,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2002,101.694,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2003,104.203,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2004,106.715,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2005,109.362,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2006,112.043,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2007,114.65,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2008,117.306,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2009,120.21,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2010,123.555,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2011,127.445,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,DM_POP_ADLCNT: Adolescent population (10-19),F: Female,2012,131.643,3: Thousands,PS: Persons,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
